player_name,player_height,pts,reb,ast,label
Lawrence Moten,195.58,1.1,0.1,0.4,0
Lawrence Funderburke,205.74,9.5,4.5,1.2,3
Latrell Sprewell,195.58,21.4,3.6,4.9,4
Larry Robinson,190.5,2.8,2.0,0.2,1
Larry Johnson,200.66,15.5,5.7,2.1,3
Loy Vaught,205.74,7.5,6.5,0.7,3
Lamond Murray,200.66,15.4,6.1,1.8,3
Kurt Thomas,205.74,7.4,4.8,0.6,3
Kobe Bryant,200.66,15.4,3.1,2.5,3
Kiwane Garris,187.96,2.4,0.7,1.0,1
Khalid Reeves,190.5,8.7,2.3,2.8,1
Kevin Willis,213.36,16.1,8.4,1.0,2
Kevin Salvadori,213.36,0.3,1.3,0.2,0
Kevin Ollie,193.04,3.5,1.1,1.9,1
Kevin Johnson,185.42,9.5,3.3,4.9,4
Kevin Garnett,210.82,18.5,9.6,4.2,2
Kevin Edwards,190.5,3.8,1.4,1.0,1
Kenny Anderson,185.42,12.2,2.8,5.7,4
LaPhonso Ellis,203.2,14.3,7.2,2.8,2
Ray Allen,195.58,19.5,4.9,4.3,4
Aaron Williams,205.74,4.6,2.3,0.2,0
Reggie Hanson,203.2,0.8,0.8,0.1,0
Tony Smith,190.5,2.7,1.0,1.4,1
Tony Massenburg,205.74,6.5,3.8,0.3,3
Tony Farmer,205.74,2.5,1.2,0.2,0
Tony Dumas,198.12,2.0,0.7,0.7,0
Tony Delk,187.96,10.1,2.2,2.2,1
Tony Battie,210.82,8.4,5.4,0.9,3
Toni Kukoc,210.82,13.3,4.4,4.2,3
Tom Hammonds,205.74,6.1,4.8,0.6,3
Tom Gugliotta,208.28,20.1,8.7,4.1,2
Tom Chambers,208.28,6.0,2.0,0.0,0
Todd Fuller,210.82,4.0,3.4,0.2,0
Todd Day,198.12,6.0,1.2,1.4,1
Tim Thomas,208.28,11.0,3.7,1.2,3
Tim Legler,193.04,1.1,0.5,0.4,0
Tim Kempton,208.28,0.5,0.8,0.4,0
Tim Hardaway,182.88,18.9,3.7,8.3,4
Tim Duncan,213.36,21.1,11.9,2.7,2
Tim Breaux,200.66,1.7,0.3,0.3,0
Theo Ratliff,208.28,9.9,6.7,0.7,3
Terry Porter,190.5,9.5,2.0,3.3,1
Terry Mills,208.28,4.2,3.0,0.8,0
Terry Dehere,193.04,6.4,1.4,2.5,1
Terry Davis,208.28,4.4,6.5,0.4,3
Tracy McGrady,203.2,7.0,4.2,1.5,3
Tracy Murray,200.66,15.1,3.4,1.0,3
Travis Best,180.34,6.5,1.5,3.4,1
Travis Knight,213.36,6.5,4.9,1.4,3
Jerry Stackhouse,198.12,15.8,3.4,3.1,4
Aaron McKie,195.58,4.1,2.9,2.2,1
Zydrunas Ilgauskas,220.98,13.9,8.8,0.9,2
Zan Tabak,213.36,5.4,3.7,0.8,3
Yinka Dare,213.36,1.2,1.7,0.1,0
Xavier McDaniel,200.66,1.3,1.6,0.5,0
Willie Burton,203.2,2.1,0.7,0.1,0
William Cunningham,210.82,1.1,1.4,0.1,0
Will Perdue,213.36,5.0,6.8,0.7,3
Wesley Person,198.12,14.7,4.4,2.3,3
Walter McCarty,208.28,9.6,4.4,2.2,3
Terry Cummings,205.74,6.2,3.8,0.6,3
Walt Williams,203.2,10.3,3.4,2.1,3
Vlade Divac,215.9,10.4,8.1,2.7,2
Vitaly Potapenko,208.28,7.1,3.9,0.7,3
Vinny Del Negro,193.04,9.5,2.8,3.4,1
Vincent Askew,198.12,2.2,2.3,1.3,0
Vin Baker,210.82,19.2,8.0,1.9,2
Vernon Maxwell,193.04,6.9,1.4,1.2,1
Tyus Edney,177.8,5.3,1.1,2.7,1
Tyrone Hill,205.74,10.0,10.7,1.5,2
Tyrone Corbin,198.12,10.2,4.6,2.2,3
Troy Hudson,185.42,1.5,0.3,0.5,1
Travis Williams,200.66,3.5,2.4,0.5,0
Voshon Lenard,193.04,12.6,3.6,2.2,1
Terrell Brandon,180.34,16.8,3.5,7.7,4
Tariq Abdul-Wahad,198.12,6.4,2.0,0.9,0
Stojko Vrankovic,218.44,3.0,4.0,0.6,0
Sam Perkins,205.74,7.2,3.1,1.4,3
Sam Mitchell,200.66,12.3,4.8,1.3,3
Sam Mack,200.66,10.8,2.3,1.8,3
Sam Cassell,190.5,19.6,3.0,8.0,4
Rusty LaRue,190.5,3.5,0.6,0.4,1
Roy Rogers,208.28,1.3,1.1,0.1,0
Rony Seikaly,210.82,13.3,7.0,1.4,2
Ron Mercer,200.66,15.3,3.5,2.2,3
Ron Harper,198.12,9.3,3.5,2.9,1
Rodrick Rhodes,198.12,5.8,1.2,1.9,1
Rodney Rogers,200.66,15.1,5.6,2.7,3
Samaki Walker,205.74,8.9,7.4,0.6,3
Rod Strickland,190.5,17.8,5.3,10.5,4
Robert Horry,208.28,7.4,7.5,2.3,3
Rik Smits,223.52,16.7,6.9,1.4,2
Ricky Pierce,193.04,3.9,1.2,0.9,1
Rick Mahorn,208.28,2.4,3.3,0.3,0
Rick Fox,200.66,12.0,4.4,3.4,3
Rick Brunson,193.04,4.3,1.5,2.6,1
Rex Walters,193.04,2.1,0.6,0.9,1
Rex Chapman,193.04,15.9,2.5,3.0,4
Reggie Slater,200.66,8.0,3.9,0.9,3
Reggie Miller,200.66,19.5,2.9,2.1,3
Reggie Jordan,193.04,2.6,1.7,0.9,1
Robert Pack,187.96,7.8,2.8,3.5,1
Reggie Geary,187.96,2.5,1.1,1.2,1
Scot Pollard,210.82,2.7,2.2,0.3,0
Scott Burrell,200.66,5.2,2.5,0.8,0
Steven Smith,203.2,20.1,4.2,4.0,4
Steve Nash,190.5,9.1,2.1,3.4,1
Steve Kerr,190.5,7.5,1.5,1.9,1
Steve Henson,185.42,1.6,0.1,0.2,1
Stephon Marbury,187.96,17.7,2.8,8.6,4
Stephen Howard,205.74,1.9,0.9,0.2,0
Stanley Roberts,213.36,6.2,4.9,0.4,3
Stacey Augmon,203.2,5.7,3.3,1.2,0
Spud Webb,167.64,3.0,0.8,1.3,1
Sherman Douglas,185.42,8.0,1.7,4.0,1
Shea Seals,195.58,1.0,1.0,0.0,0
Scott Brooks,180.34,1.8,0.7,1.1,1
Shawnelle Scott,210.82,1.1,1.4,0.2,0
Shawn Kemp,208.28,18.0,9.3,2.5,2
Shawn Bradley,228.6,11.4,8.1,0.9,2
Sharone Wright,210.82,2.3,1.3,0.6,0
Shareef Abdur-Rahim,205.74,22.3,7.1,2.6,2
Shaquille O'Neal,215.9,28.3,11.4,2.4,2
Shandon Anderson,198.12,8.3,2.8,1.1,1
Sean Rooks,208.28,3.4,2.9,0.6,0
Sean Higgins,205.74,0.0,0.0,0.0,0
Sean Elliott,203.2,9.3,3.4,1.7,3
Scottie Pippen,200.66,19.2,5.2,5.8,4
Scott Williams,208.28,4.1,3.6,0.5,0
Shawn Respert,187.96,5.9,1.8,1.1,1
Jerome Williams,205.74,5.3,4.9,0.6,3
Jerome Kersey,200.66,6.3,3.6,1.2,3
Jermaine O'Neal,210.82,4.5,3.4,0.3,0
Dan Majerle,198.12,7.2,3.7,2.2,3
Damon Stoudamire,177.8,17.2,4.2,8.2,4
Dale Ellis,200.66,11.8,2.3,1.1,3
Dale Davis,210.82,8.0,7.8,0.9,3
Cory Alexander,185.42,8.1,2.4,3.5,1
Corliss Williamson,200.66,17.7,5.6,2.9,2
Corie Blount,208.28,3.6,4.3,0.5,0
Corey Beck,190.5,3.2,1.5,1.7,1
Clyde Drexler,200.66,18.4,4.9,5.5,4
Clifford Rozier,210.82,1.0,1.0,0.0,0
Clifford Robinson,208.28,14.2,5.1,2.1,3
Clar. Weatherspoon,200.66,9.3,7.5,1.1,3
Chucky Brown,203.2,5.0,2.4,0.7,0
Chuck Person,203.2,6.7,3.3,1.4,3
Christian Laettner,210.82,13.8,6.6,2.6,2
Chris Whitney,182.88,5.1,1.4,2.4,1
Chris Webber,208.28,21.9,9.5,3.8,2
Charlie Ward,187.96,7.8,3.3,5.7,4
Chauncey Billups,190.5,11.2,2.4,3.9,1
Cherokee Parks,210.82,7.1,5.5,0.7,3
Chris Anstey,213.36,5.9,3.8,0.9,3
Chris Carr,198.12,9.9,3.0,1.7,3
Chris Childs,190.5,6.3,2.4,3.9,1
Dan Schayes,210.82,5.5,3.3,0.6,0
Chris Crawford,205.74,3.8,1.0,0.2,0
Chris Garner,177.8,1.4,0.6,1.2,1
Chris Gatling,208.28,11.5,5.9,0.9,3
Chris Mills,200.66,9.7,5.1,1.7,3
Chris Morris,203.2,4.3,2.1,0.4,0
Chris Mullin,200.66,11.3,3.0,2.3,3
Chris Robinson,195.58,4.6,1.3,1.1,1
Chris Dudley,210.82,3.1,5.4,0.4,3
Dana Barros,180.34,9.8,1.9,3.6,1
Danny Ferry,208.28,4.2,1.7,0.9,0
Danny Fortson,200.66,10.2,5.6,1.0,3
Derek Harper,193.04,8.6,1.6,3.5,1
Derek Strong,205.74,12.7,7.4,0.9,3
Derrick Coleman,208.28,17.6,9.9,2.5,2
Derrick McKey,208.28,6.3,3.7,1.5,3
Detlef Schrempf,208.28,15.7,7.1,4.4,2
Dickey Simpkins,205.74,3.3,1.9,0.8,0
Derek Grimm,205.74,1.6,0.4,0.0,0
Dikembe Mutombo,218.44,13.4,11.4,1.0,2
Don Reid,203.2,3.5,2.6,0.4,0
Donald Royal,203.2,2.5,1.3,0.5,0
Donald Whiteside,177.8,0.7,0.3,0.3,1
Dontae' Jones,203.2,2.9,0.6,0.3,0
Dontonio Wingfield,203.2,0.3,1.3,0.0,0
Donyell Marshall,205.74,15.4,8.6,2.2,2
Don MacLean,208.28,0.3,0.6,0.0,0
Charles Smith,193.04,3.5,0.8,0.6,1
Derek Fisher,185.42,5.8,2.4,4.1,1
Dennis Scott,203.2,11.0,3.0,1.9,3
Danny Manning,208.28,13.5,5.6,2.0,3
Darrell Armstrong,185.42,9.2,3.3,4.9,4
Darrick Martin,180.34,10.3,2.0,4.0,1
Darvin Ham,200.66,2.0,1.8,0.2,0
David Benoit,203.2,5.5,2.6,0.3,0
David Robinson,215.9,21.6,10.6,2.7,2
Derek Anderson,195.58,11.7,2.8,3.4,1
David Vaughn,205.74,4.1,3.8,0.5,0
David Wingate,195.58,2.6,1.4,0.6,0
DeJuan Wheat,182.88,1.7,0.3,0.7,1
Dean Garrett,210.82,7.3,7.9,1.1,3
Dee Brown,187.96,9.1,2.1,2.1,1
Dell Curry,195.58,9.4,1.9,1.3,1
Dennis Rodman,198.12,4.7,15.0,2.9,2
David Wesley,185.42,13.0,2.6,6.5,4
Doug Christie,198.12,16.5,5.2,3.6,4
Charles Oakley,205.74,9.0,9.2,2.5,2
Charles Jones,205.74,0.6,1.0,0.2,0
Ben Wallace,205.74,3.1,4.8,0.3,0
Ben Davis,205.74,0.6,0.9,0.0,0
B.J. Armstrong,187.96,4.0,1.2,2.3,1
Avery Johnson,180.34,10.2,2.0,7.9,4
Austin Croshere,205.74,2.9,1.7,0.3,0
Arvydas Sabonis,220.98,16.0,10.0,3.0,2
Armen Gilliam,205.74,11.2,5.4,1.3,3
Antonio McDyess,205.74,15.1,7.6,1.3,2
Antonio Lang,203.2,2.0,0.8,0.2,0
Antonio Davis,205.74,9.6,6.8,0.7,3
Antonio Daniels,193.04,7.8,1.9,4.5,1
Antoine Walker,205.74,22.4,10.2,3.3,2
Antoine Carr,205.74,5.7,2.0,0.7,0
Anthony Peeler,193.04,12.3,3.2,3.6,4
Anthony Parker,198.12,1.9,0.7,0.5,0
Anthony Miller,205.74,2.1,1.9,0.1,0
Anthony Mason,203.2,12.8,10.2,4.2,2
Adonal Foyle,208.28,3.0,3.3,0.3,0
Adrian Caldwell,203.2,0.0,0.0,0.0,0
Alan Henderson,205.74,14.3,6.4,1.1,3
Allan Houston,198.12,18.4,3.3,2.6,4
Allen Iverson,182.88,22.0,3.7,6.2,4
Alonzo Mourning,208.28,19.3,9.6,0.9,2
Benoit Benjamin,213.36,4.5,3.8,0.2,0
Alton Lister,213.36,0.9,1.6,0.1,0
Andrew DeClercq,208.28,5.4,4.8,0.7,3
Andrew Lang,210.82,2.7,2.7,0.3,0
Anfernee Hardaway,200.66,16.4,4.0,3.6,4
Anthony Bowie,198.12,2.8,1.0,0.4,0
Anthony Goldwire,187.96,9.2,1.8,3.4,1
Anthony Johnson,190.5,7.5,2.2,4.3,1
Alvin Williams,195.58,6.0,1.5,1.9,1
Bill Curley,205.74,3.1,2.5,0.4,0
Bill Wennington,213.36,3.5,1.7,0.4,0
Billy Owens,205.74,10.5,7.5,2.8,2
Brooks Thompson,193.04,2.0,0.5,0.9,1
Bruce Bowen,200.66,5.6,2.9,1.3,0
Bryant Reeves,213.36,16.3,7.9,2.1,2
Bryant Stith,195.58,7.6,2.1,1.6,1
Bryon Russell,200.66,9.0,4.0,1.2,3
Bubba Wells,195.58,3.3,1.7,0.9,0
Brian Shaw,198.12,6.3,3.6,4.4,1
Buck Williams,203.2,4.9,4.5,0.5,3
Carl Herrera,205.74,2.9,1.6,0.4,0
Carl Thomas,193.04,3.4,1.1,0.4,0
Carlos Rogers,210.82,5.3,3.2,0.9,0
Cedric Ceballos,200.66,11.4,4.7,1.3,3
Cedric Henderson,200.66,10.1,4.0,2.0,3
Charles Barkley,198.12,15.2,11.7,3.2,2
Calbert Cheaney,200.66,12.8,4.0,2.1,3
Charles O'Bannon,195.58,2.1,1.1,0.6,0
Brian Oliver,193.04,3.0,1.8,0.4,0
Brian Evans,203.2,4.5,1.9,0.8,0
Bimbo Coles,187.96,8.0,2.3,4.7,1
Bison Dele,210.82,16.2,8.9,1.2,2
Blue Edwards,193.04,10.8,2.7,2.5,1
Bo Outlaw,203.2,9.5,7.8,2.6,3
Bob McCann,198.12,0.0,1.0,0.0,0
Bob Sura,195.58,5.8,2.0,3.7,1
Brian Grant,205.74,12.1,9.1,1.4,2
Bobby Hurley,182.88,4.1,1.1,2.9,1
Bobby Phills,195.58,10.4,3.5,3.0,1
Brad Lohaus,210.82,2.1,1.3,0.6,0
Brandon Williams,198.12,4.1,1.7,0.3,0
Brent Barry,198.12,10.9,2.9,2.6,1
Brent Price,185.42,5.6,1.5,2.7,1
Brevin Knight,177.8,9.0,3.2,8.2,4
Bobby Jackson,185.42,11.6,4.4,4.7,4
A.C. Green,205.74,7.3,8.1,1.5,3
Adam Keefe,205.74,7.8,5.5,1.1,3
Eric Snow,190.5,3.3,1.3,2.8,1
Erick Strickland,190.5,7.6,2.4,2.5,1
Ervin Johnson,210.82,8.0,8.5,0.7,3
Etdrick Bohannon,205.74,0.0,1.2,0.2,0
Felton Spencer,213.36,2.4,3.3,0.3,0
Fred Hoiberg,193.04,4.0,1.9,0.7,1
Gary Grant,190.5,4.8,2.2,3.8,1
Gary Payton,193.04,19.2,4.6,8.3,4
Gary Trent,203.2,11.7,6.3,1.3,3
George McCloud,203.2,7.2,3.5,1.3,3
George Zidek,213.36,2.4,1.4,0.2,0
Gerald Madkins,193.04,1.9,0.8,2.4,1
Gerald Wilkins,198.12,5.3,1.3,1.1,0
Glen Rice,203.2,22.3,4.3,2.2,2
Glenn Robinson,200.66,23.4,5.5,2.8,2
God Shammgod,182.88,3.1,0.4,1.8,1
Erick Dampier,210.82,11.8,8.7,1.1,2
Eric Williams,203.2,19.8,5.3,3.0,2
Eric Washington,193.04,7.7,1.9,1.2,1
Eric Riley,213.36,3.6,3.4,0.6,0
Doug Overton,190.5,2.7,0.6,1.6,1
Doug West,198.12,4.1,2.2,1.2,0
Drew Barry,195.58,2.1,1.3,1.8,1
Duane Causwell,213.36,2.4,2.7,0.1,0
Duane Ferrell,200.66,1.9,0.9,0.5,0
Ed Gray,190.5,7.6,1.5,1.1,1
Ed Stokes,213.36,0.8,1.0,0.3,0
Grant Hill,203.2,21.1,7.7,6.8,4
Eddie Johnson,200.66,8.4,2.0,1.2,0
Elden Campbell,213.36,10.1,5.6,1.0,3
Eldridge Recasner,193.04,9.3,2.4,2.0,1
Elliot Perry,182.88,7.3,1.3,2.8,1
Emanual Davis,195.58,4.1,1.0,1.3,1
Eric Montross,213.36,2.9,4.1,0.2,0
Eric Murdock,185.42,6.2,1.9,2.7,1
Eric Piatkowski,200.66,11.3,3.5,1.3,3
Eddie Jones,198.12,16.8,3.8,3.1,4
Grant Long,205.74,3.5,3.8,0.6,0
George Lynch,203.2,7.5,4.4,1.5,3
Greg Anthony,185.42,5.2,1.4,2.6,1
Jacque Vaughn,185.42,3.1,0.8,1.9,1
Jalen Rose,203.2,9.4,2.4,1.9,3
Jamal Mashburn,203.2,15.1,4.9,2.8,3
James Collins,193.04,2.6,0.6,0.1,0
James Cotton,195.58,2.7,0.7,0.0,0
James Robinson,187.96,7.7,1.6,1.9,1
Greg Anderson,208.28,1.8,2.4,0.3,0
Jack Haley,208.28,1.4,0.9,0.0,0
Jaren Jackson,198.12,8.8,2.6,1.9,1
Jason Kidd,193.04,11.6,6.2,9.1,4
Jason Lawson,210.82,1.5,1.6,0.3,0
Jayson Williams,208.28,12.9,13.6,1.0,2
Jeff Grayer,195.58,2.0,0.8,0.4,0
Jeff Hornacek,193.04,14.2,3.4,4.4,4
Jeff Nordgaard,200.66,1.4,1.1,0.2,0
Jerald Honeycutt,205.74,6.4,2.4,0.9,0
Jason Caffey,203.2,7.3,4.3,0.8,3
J.R. Reid,208.28,4.9,2.7,0.6,0
Jamie Feick,203.2,2.3,2.8,0.4,0
Isaiah Rider,195.58,19.7,4.7,3.1,4
Ivano Newbill,208.28,2.1,2.5,0.3,0
Greg Foster,210.82,5.7,3.5,0.7,0
Greg Graham,193.04,2.7,0.2,1.0,1
Greg Minor,198.12,5.0,2.2,1.3,0
Greg Ostertag,218.44,4.7,5.9,0.4,3
Hakeem Olajuwon,213.36,16.4,9.8,3.0,2
Harvey Grant,205.74,2.6,2.6,0.6,0
Henry James,203.2,2.9,0.5,0.2,0
Harold Ellis,195.58,6.1,1.9,0.7,1
Ike Austin,208.28,13.5,7.1,2.2,2
Hersey Hawkins,190.5,10.5,4.1,2.7,1
Horace Grant,208.28,12.1,8.1,2.3,2
Horacio Llamas,210.82,3.0,2.3,0.1,0
Hot Rod Williams,210.82,3.6,4.4,0.7,0
Howard Eisley,187.96,7.7,2.0,4.2,1
Hubert Davis,195.58,11.1,2.1,2.0,1
Herb Williams,208.28,1.4,1.1,0.1,0
Brian Skinner,205.74,4.1,2.5,0.0,0
Brian Shaw,198.12,0.0,1.0,1.0,0
Brian Grant,205.74,11.5,9.8,1.4,2
Brent Price,185.42,7.3,2.0,2.8,1
Brevin Knight,177.8,9.6,3.4,7.7,4
Brent Barry,198.12,11.1,3.9,3.1,3
Bruce Bowen,200.66,2.3,1.7,0.9,0
Brian Evans,203.2,2.1,1.2,0.9,0
Bruno Sundov,218.44,1.3,0.0,0.3,0
Cedric Ceballos,198.12,12.5,6.5,0.9,3
Bryant Stith,195.58,7.0,2.3,1.8,1
Bryce Drew,190.5,3.5,0.9,1.5,1
Bryon Russell,200.66,12.4,5.3,1.5,3
Calbert Cheaney,200.66,7.7,2.8,1.5,3
Carl Herrera,205.74,2.3,2.2,0.1,0
Carlos Rogers,210.82,2.5,0.5,0.5,0
Casey Shaw,210.82,0.2,0.3,0.0,0
Brandon Williams,198.12,0.7,0.3,0.0,0
Cedric Henderson,200.66,9.1,3.9,2.3,3
Bryant Reeves,213.36,10.8,5.5,1.5,3
Brad Miller,210.82,6.3,3.1,0.6,0
Sean Rooks,208.28,2.7,2.0,0.3,0
Bobby Phills,195.58,14.3,4.0,3.5,4
Charles Barkley,198.12,16.1,12.3,4.6,2
Antonio McDyess,205.74,21.2,10.7,1.6,2
Armen Gilliam,205.74,8.3,3.7,0.6,3
Arvydas Sabonis,220.98,12.1,7.9,2.4,2
Austin Croshere,205.74,3.4,1.7,0.4,0
Avery Johnson,180.34,9.7,2.4,7.4,4
B.J. Armstrong,187.96,3.3,1.2,1.9,1
Ben Davis,205.74,2.1,1.4,0.4,0
Ben Wallace,205.74,6.0,8.3,0.4,3
Benoit Benjamin,213.36,0.7,1.3,0.2,0
Bill Curley,205.74,2.2,1.5,0.4,0
Bill Wennington,213.36,3.8,2.1,0.5,0
Billy Owens,203.2,7.8,3.8,1.8,3
Bimbo Coles,187.96,9.5,2.4,4.6,1
Bison Dele,210.82,10.5,5.6,1.4,3
Blue Edwards,193.04,3.2,1.4,1.3,1
Bo Outlaw,203.2,6.5,5.4,1.8,3
Bob Sura,195.58,4.3,2.0,3.0,1
Bobby Jackson,185.42,7.1,2.7,3.3,1
Bonzi Wells,195.58,4.4,1.3,0.4,0
Charles O'Bannon,195.58,3.1,1.9,0.7,0
Danny Ferry,208.28,7.0,2.0,1.1,0
Charles R. Jones,190.5,3.7,1.4,1.4,1
Corey Benjamin,198.12,3.9,1.3,0.3,0
Corie Blount,208.28,2.9,4.4,0.4,0
Corliss Williamson,200.66,13.2,4.1,1.3,3
Cory Alexander,185.42,7.3,2.1,3.3,1
Cory Carr,193.04,4.1,1.2,1.6,1
Cuttino Mobley,193.04,9.9,2.3,2.5,1
Dale Davis,210.82,8.0,8.3,0.4,3
Dale Ellis,200.66,10.3,2.4,0.8,3
Corey Beck,190.5,1.9,1.2,0.8,1
Damon Jones,190.5,5.2,1.8,1.8,1
Dan Majerle,198.12,7.0,4.3,3.1,3
Dan Schayes,210.82,1.5,0.7,0.2,0
Dana Barros,180.34,9.3,2.1,4.2,1
Antonio Lang,203.2,1.3,1.6,0.1,0
Danny Fortson,200.66,11.0,11.6,0.6,2
Danny Manning,208.28,9.1,4.4,2.3,3
Darrell Armstrong,185.42,13.8,3.6,6.7,4
Darrick Martin,180.34,8.0,1.3,3.9,1
Damon Stoudamire,177.8,12.6,3.3,6.2,4
Clifford Robinson,208.28,16.4,4.5,2.6,3
Clar. Weatherspoon,200.66,8.1,5.0,0.7,3
Chucky Brown,203.2,8.5,3.6,1.2,3
Charles Shackleford,210.82,3.3,4.0,0.4,0
Charles Smith,193.04,3.7,1.0,0.6,1
Charlie Ward,187.96,7.6,3.4,5.4,4
Chauncey Billups,190.5,13.9,2.1,3.8,4
Cherokee Parks,210.82,5.5,5.1,0.8,3
Chris Anstey,213.36,3.3,2.4,0.7,0
Chris Carr,198.12,5.3,1.8,0.6,0
Chris Childs,190.5,6.8,2.8,4.0,1
Chris Crawford,205.74,6.9,2.1,0.6,0
Chris Dudley,210.82,2.5,4.2,0.2,0
Chris Gatling,208.28,5.7,3.7,0.7,3
Chris King,203.2,0.5,1.4,0.1,0
Chris Mills,200.66,10.3,5.0,2.2,3
Chris Morris,203.2,4.2,2.8,0.5,0
Chris Mullin,200.66,10.1,3.2,1.6,3
Chris Webber,208.28,20.0,13.0,4.1,2
Chris Whitney,182.88,4.8,1.2,1.8,1
Christian Laettner,210.82,7.6,3.4,1.5,3
Chuck Person,203.2,6.1,2.6,1.2,0
Charles Oakley,205.74,7.0,7.5,3.4,3
Antonio Davis,205.74,9.4,7.0,0.7,3
Steve Nash,190.5,7.9,2.9,5.5,4
Antoine Walker,205.74,18.7,8.5,3.1,2
Travis Knight,213.36,4.2,3.5,0.8,0
Travis Best,180.34,7.1,1.6,3.4,1
Tracy Murray,200.66,6.5,2.3,0.8,0
Tracy McGrady,203.2,9.3,5.7,2.3,3
Tony Massenburg,205.74,11.2,6.0,0.5,3
Tony Delk,187.96,6.8,1.5,2.6,1
Tony Battie,210.82,6.7,6.0,1.1,3
Toni Kukoc,210.82,18.8,7.0,5.3,2
Travis Williams,198.12,1.9,2.4,0.3,0
Tom Hammonds,205.74,4.3,2.8,0.4,0
Todd Fuller,210.82,3.4,2.4,0.1,0
Toby Bailey,198.12,2.9,2.0,0.5,0
Tim Thomas,208.28,7.2,2.5,0.9,0
Tim Legler,193.04,4.0,1.3,0.7,1
Tim Hardaway,182.88,17.4,3.2,7.3,4
Tim Duncan,213.36,21.7,11.4,2.4,2
Thurl Bailey,210.82,4.2,2.2,0.6,0
Theo Ratliff,208.28,11.2,8.1,0.6,2
Tom Gugliotta,208.28,17.0,8.9,2.8,2
Trevor Winter,213.36,0.0,3.0,0.0,0
Troy Hudson,185.42,6.8,2.2,3.7,1
Tyrone Corbin,198.12,7.5,3.1,0.9,3
Zydrunas Ilgauskas,220.98,15.2,8.8,0.8,2
Willie Burton,203.2,1.3,2.0,0.0,0
William Cunningham,210.82,0.4,1.8,0.1,0
Will Perdue,213.36,2.4,3.7,0.5,0
Wesley Person,198.12,11.2,3.2,1.8,3
Walter McCarty,208.28,5.7,3.6,1.3,3
Walt Williams,203.2,9.3,3.0,1.7,3
Voshon Lenard,193.04,6.8,1.3,0.8,1
Vladimir Stepania,213.36,5.5,3.3,0.5,0
Vlade Divac,215.9,14.3,10.0,4.3,2
Vitaly Potapenko,208.28,10.0,6.6,1.5,3
Vinny Del Negro,193.04,5.9,2.1,3.6,1
Vince Carter,200.66,18.3,5.7,3.0,2
Vin Baker,210.82,13.8,6.2,1.6,3
Vernon Maxwell,193.04,10.7,1.8,1.7,1
Tyson Wheeler,177.8,4.0,0.0,2.0,1
Tyronn Lue,182.88,5.0,0.3,1.7,1
Tyrone Nesby,198.12,10.1,3.5,1.6,3
Tyrone Hill,205.74,8.6,7.6,0.9,3
Terry Porter,190.5,10.5,2.8,2.9,1
Terry Mills,208.28,9.0,4.0,0.0,3
Terry Dehere,193.04,3.2,0.9,1.0,1
Terry Davis,205.74,3.4,3.8,0.3,0
Al Harrington,205.74,2.1,1.9,0.2,0
Alan Henderson,205.74,12.5,6.6,0.7,3
Allan Houston,198.12,16.3,3.0,2.7,4
Allen Iverson,182.88,26.8,4.9,4.6,4
Alonzo Mourning,208.28,20.1,11.0,1.6,2
Alvin Sims,193.04,2.8,1.0,1.3,1
Alvin Williams,195.58,5.0,1.6,2.6,1
Andrae Patterson,205.74,3.3,1.9,0.4,0
Andrew DeClercq,208.28,7.9,5.4,0.7,3
Andrew Gaze,200.66,1.1,0.3,0.3,0
Andrew Lang,210.82,3.8,4.4,0.6,0
Anfernee Hardaway,200.66,15.8,5.7,5.3,4
Antawn Jamison,205.74,9.6,6.4,0.7,3
Anthony Avent,205.74,1.8,2.4,0.2,0
Anthony Johnson,190.5,5.0,1.5,2.2,1
Anthony Miller,205.74,2.4,2.3,0.2,0
Anthony Parker,198.12,1.0,0.0,0.0,0
Anthony Peeler,193.04,9.6,3.0,2.8,1
Antoine Carr,205.74,2.6,1.7,0.5,0
Adonis Jordan,180.34,1.5,0.0,0.8,1
Antonio Daniels,193.04,4.7,1.1,2.3,1
Adonal Foyle,208.28,2.9,4.4,0.4,0
Aaron Williams,205.74,4.0,3.2,0.6,0
Terry Cummings,205.74,9.1,5.1,1.2,3
Terrell Brandon,180.34,13.9,3.7,8.6,4
Tariq Abdul-Wahad,198.12,9.3,3.8,1.0,3
Stojko Vrankovic,218.44,1.0,3.0,0.0,0
Steven Smith,203.2,18.7,4.2,3.3,4
David Robinson,215.9,15.8,10.0,2.1,2
Steve Kerr,190.5,4.4,1.0,1.1,1
Steve Henson,180.34,1.0,0.0,0.8,1
Stephon Marbury,187.96,21.3,2.9,8.9,4
Stanley Roberts,213.36,2.3,1.8,0.0,0
Stacey Augmon,203.2,4.3,2.6,1.2,0
Sherman Douglas,185.42,8.2,1.9,4.1,1
Shawn Respert,185.42,3.1,1.1,0.7,1
Shawn Kemp,208.28,20.5,9.2,2.4,2
Shawn Bradley,228.6,8.6,8.0,0.8,3
Shareef Abdur-Rahim,205.74,23.0,7.5,3.4,2
Shaquille O'Neal,215.9,26.3,10.7,2.3,2
A.C. Green,205.74,4.9,4.6,0.5,3
Aaron McKie,195.58,4.8,2.8,2.0,1
Adam Keefe,205.74,4.0,3.2,0.6,0
David Vaughn,205.74,3.4,3.4,0.1,0
David Wesley,185.42,14.1,3.2,6.4,4
